Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,ISO3
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",462,Maldives,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,100,98.5782,98.5782,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",462,Maldives,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,100,98.88476,99.62687,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",462,Maldives,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,100,98.4127,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",584,Marshall Islands,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,25.53191,,,29.78723,29.78723,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",584,Marshall Islands,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,76.47059,72.22222,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",480,Mauritius,LOWSEC,G,PERCENT,,,,,,,,,,,,,,97.15909,97.15909,98.8764,94.85714,93.75,91.06145,100,,100,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",480,Mauritius,PRIMAR,G,PERCENT,,,,,,,,,,,,,,55.9375,49.375,40.9375,38.05031,34.59119,27.04403,40.12539,,66.66667,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",480,Mauritius,SECOND,G,PERCENT,,,,,,,,,,,,,,97.15909,97.15909,98.8764,94.85714,93.75,91.06145,100,,100,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",480,Mauritius,UPPSEC,G,PERCENT,,,,,,,,,,,,,,97.15909,97.15909,98.8764,94.85714,93.75,91.06145,100,,100,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",484,Mexico,LOWSEC,G,PERCENT,,,,,,,,30.7149,,,39.33632,,,,,54.55317,54.80963,,,,,,MEX
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",484,Mexico,PRIMAR,G,PERCENT,,,,,,,,26.90252,,,32.44898,,,,,38.23517,38.8763,,,,,,MEX
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",484,Mexico,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,53.4086,,,,,,MEX
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",484,Mexico,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,50.75117,,,,,,MEX
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",492,Monaco,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,100,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",492,Monaco,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,100,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",492,Monaco,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,100,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",492,Monaco,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,100,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",496,Mongolia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,77.54801,,,,,,MNG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",496,Mongolia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,70.65949,,,,,,MNG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",496,Mongolia,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,82.79743,,,,,,MNG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",496,Mongolia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,89.06526,,,,,,MNG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",500,Montserrat,LOWSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",500,Montserrat,PRIMAR,G,PERCENT,,,,,,,,,,,50,,,,,,100,,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",500,Montserrat,SECOND,G,PERCENT,,,,,,,,,,,100,,,,,,100,,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",500,Montserrat,UPPSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",504,Morocco,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,88.08521,88.41163,86.76154,86.80886,,MAR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",504,Morocco,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,78.67156,78.96145,82.79676,82.84537,,MAR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",504,Morocco,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,89.12952,89.46457,87.79739,87.77791,,MAR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",504,Morocco,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,90.70095,91.01382,89.30818,89.19082,,MAR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",104,Myanmar,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,0.77214,1.39691,,,,MMR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",104,Myanmar,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,0.18915,0.23017,,,,MMR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",104,Myanmar,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,4.9706,5.85993,,,,MMR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",104,Myanmar,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,11.57726,13.05195,,,,MMR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",524,Nepal,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,15.98673,,NPL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",524,Nepal,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,9.12553,,NPL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",524,Nepal,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,34.75399,,NPL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",524,Nepal,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,63.46719,,NPL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",528,Netherlands,LOWSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,NLD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",528,Netherlands,PRIMAR,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,NLD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",528,Netherlands,SECOND,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,NLD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",528,Netherlands,UPPSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,NLD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",562,Niger,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,0,,,4.67706,,,NER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",562,Niger,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,0,,0,1.21328,,,NER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",562,Niger,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,0,,,6.67794,,,NER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",562,Niger,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,0,,,12.98246,,,NER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",570,Niue,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,,,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",570,Niue,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,,,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",570,Niue,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,,,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",570,Niue,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,,,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",15,Northern Africa,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,72.51777,78.36448,83.88637,88.57279,87.84676,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",15,Northern Africa,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,50.14137,50.23857,53.35482,55.96916,59.33124,59.26158,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",15,Northern Africa,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,71.96165,70.98452,71.99259,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",747,Northern Africa and Western Asia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,79.36957,79.69585,83.57398,87.51962,90.57383,89.97491,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",747,Northern Africa and Western Asia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,62.87812,62.71178,64.64649,66.76436,68.98595,69.0516,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",747,Northern Africa and Western Asia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,81.78621,81.8034,82.42218,83.55963,83.42142,83.08931,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",578,Norway,LOWSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",578,Norway,PRIMAR,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",578,Norway,SECOND,G,PERCENT,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",578,Norway,UPPSEC,G,PERCENT,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",9,Oceania,LOWSEC,G,PERCENT,89.16212,89.14962,89.15191,89.13943,89.14174,89.13119,89.12443,89.1071,89.09308,89.08649,89.17361,89.09981,89.01747,88.96666,88.93082,88.90468,88.87675,88.12536,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",9,Oceania,PRIMAR,G,PERCENT,62.60153,62.59149,62.60504,62.58439,62.59331,62.60223,62.58466,62.53112,62.41553,62.37581,62.32859,62.24369,62.61898,62.10112,61.64602,61.23548,60.8341,60.49067,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",9,Oceania,UPPSEC,G,PERCENT,96.15062,96.14653,96.14863,96.14498,96.14417,96.14336,96.13841,96.12863,96.12233,96.12414,96.22122,96.159,96.07173,96.00706,95.94905,95.89553,95.8482,95.74879,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",512,Oman,LOWSEC,G,PERCENT,,,,,,,,,,,,86.95073,,,,,100,100,100,100,100,,OMN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",512,Oman,PRIMAR,G,PERCENT,,,,,,,,,,,,70.91153,,,,,100,100,100,100,100,,OMN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",512,Oman,SECOND,G,PERCENT,,,,,,,,,,,,86.97479,,,,,100,100,100,100,100,,OMN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",512,Oman,UPPSEC,G,PERCENT,,,,,,,,,,,,87.01595,,,,,100,100,100,100,100,,OMN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",585,Palau,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,84.21053,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",585,Palau,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,84.21053,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",585,Palau,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,87.5,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",585,Palau,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",591,Panama,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,50.76923,,PAN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",591,Panama,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,46.20061,,PAN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",591,Panama,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,51.53005,,PAN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",591,Panama,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,53.10924,,PAN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",600,Paraguay,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,18.3854,,,,,,PRY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",600,Paraguay,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,5.40506,,,,,,PRY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",600,Paraguay,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,21.62528,,,,,,PRY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",600,Paraguay,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,27.7305,,,,,,PRY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",604,Peru,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,71.48289,70.84554,74.22959,77.05764,75.26985,,PER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",604,Peru,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,39.18455,38.2074,40.77,49.82238,42.38336,,PER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",604,Peru,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,71.48289,70.84554,74.22959,77.05764,75.26985,,PER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",604,Peru,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,71.48289,70.84554,74.22959,77.05764,75.26985,,PER
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",608,Philippines,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,73.02357,72.57257,73.78829,72.37468,65.09947,68.42882,,PHL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",608,Philippines,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,22.60719,22.66852,26.5908,31.41533,29.32734,31.0751,,PHL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",608,Philippines,SECOND,G,PERCENT,,,,,,,,,,,,,,,,73.02357,72.57257,,,72.41328,,,PHL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",608,Philippines,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,73.02357,72.57257,,,81.74664,,,PHL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",616,Poland,LOWSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,POL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",616,Poland,PRIMAR,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,POL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",616,Poland,SECOND,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,POL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",616,Poland,UPPSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,POL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",620,Portugal,LOWSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,PRT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",620,Portugal,PRIMAR,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,PRT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",620,Portugal,SECOND,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,PRT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",620,Portugal,UPPSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,PRT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",634,Qatar,LOWSEC,G,PERCENT,,,,,,,,,,,,53.07692,,,,,100,100,100,100,100,,QAT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",634,Qatar,PRIMAR,G,PERCENT,,,,,,,,,,,,61.76471,,,,,100,100,100,100,100,,QAT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",634,Qatar,SECOND,G,PERCENT,,,,,,,,,,,,59.83607,,,,,100,100,100,100,100,,QAT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",634,Qatar,UPPSEC,G,PERCENT,,,,,,,,,,,,67.54386,,,,,100,100,100,100,100,,QAT
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",410,Republic of Korea,LOWSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,KOR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",410,Republic of Korea,PRIMAR,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,KOR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",410,Republic of Korea,SECOND,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,KOR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",410,Republic of Korea,UPPSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,KOR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",498,Republic of Moldova,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,89.70954,85.71429,92.54658,99.11426,94.40938,,MDA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",498,Republic of Moldova,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,89.3424,85.43765,90.56143,98.7013,92.49175,,MDA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",498,Republic of Moldova,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,89.18591,87.08861,94.1601,97.96454,95.33644,,MDA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",498,Republic of Moldova,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,87.7551,90.99757,98.74055,94.67005,97.95918,,MDA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",646,Rwanda,LOWSEC,G,PERCENT,,,,,,,,,,,,17.32877,17.1519,17.50306,23.30383,27.5882,33.23831,,51.52162,59.4386,,,RWA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",646,Rwanda,PRIMAR,G,PERCENT,,,,,,,,,,,,5.74125,5.85968,6.56852,8.15197,9.44767,9.78184,25.13034,30.01031,34.75177,,,RWA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",646,Rwanda,SECOND,G,PERCENT,,,,,,,,,,,,17.32877,17.1519,17.50306,23.30383,27.5882,33.23831,,54.06709,60.72531,,,RWA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",646,Rwanda,UPPSEC,G,PERCENT,,,,,,,,,,,,17.32877,17.1519,17.50306,23.30383,27.5882,33.23831,,57.13402,62.29649,,,RWA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",659,Saint Kitts and Nevis,LOWSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",659,Saint Kitts and Nevis,PRIMAR,G,PERCENT,,,,,,,,,,,100,,,,,,,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",659,Saint Kitts and Nevis,SECOND,G,PERCENT,,,,,,,,,,,100,,,,,,100,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",659,Saint Kitts and Nevis,UPPSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",662,Saint Lucia,LOWSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",662,Saint Lucia,PRIMAR,G,PERCENT,,,,,,,,,,,100,,,,,,98.75,98.75,100,98.75,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",662,Saint Lucia,SECOND,G,PERCENT,,,,,,,,,,,100,,,,,,,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",662,Saint Lucia,UPPSEC,G,PERCENT,,,,,,,,,,,100,,,,,,,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",670,Saint Vincent and the Grenadines,LOWSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,100,96.2963,,,,
