Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,ISO3
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",670,Saint Vincent and the Grenadines,PRIMAR,G,PERCENT,,,,,,,,,,,55.22388,,,,,,100,100,100,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",670,Saint Vincent and the Grenadines,SECOND,G,PERCENT,,,,,,,,,,,100,,,,,,100,100,96.2963,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",670,Saint Vincent and the Grenadines,UPPSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,100,96.2963,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",882,Samoa,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,1.36986,1.36986,,32.94118,99.42197,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",882,Samoa,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,13.77246,13.77246,,32.94118,99.42197,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",882,Samoa,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,22.99465,22.99465,,46.22642,99.53488,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",882,Samoa,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",674,San Marino,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",674,San Marino,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",674,San Marino,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",674,San Marino,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",682,Saudi Arabia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,SAU
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",682,Saudi Arabia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,SAU
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",682,Saudi Arabia,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,SAU
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",682,Saudi Arabia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,SAU
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",686,Senegal,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,42.38943,34.20759,,SEN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",686,Senegal,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,12.93629,13.75702,,SEN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",686,Senegal,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,46.32911,44.09807,,SEN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",686,Senegal,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,53.02734,60.7714,,SEN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",690,Seychelles,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,92.85714,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",690,Seychelles,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,96.42857,85.71429,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",690,Seychelles,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,96.55172,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",690,Seychelles,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",694,Sierra Leone,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,2.30074,3.00457,3.12309,,,SLE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",694,Sierra Leone,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,0.28029,0.55698,0.74084,0.74074,,SLE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",694,Sierra Leone,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,3.02843,4.30871,4.21099,,,SLE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",694,Sierra Leone,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,5.23691,7.74527,7.0626,6.71875,,SLE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",702,Singapore,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",702,Singapore,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",702,Singapore,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",702,Singapore,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",703,Slovakia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,99.9,99.8,99.8,,,,,,SVK
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",703,Slovakia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,99.7,99.7,99.7,,,,,,SVK
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",703,Slovakia,SECOND,G,PERCENT,,,,,,,,,,,,,,,99.8496,99.77187,99.85587,,,,,,SVK
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",703,Slovakia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,99.7,99.7,100,,,,,,SVK
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",705,Slovenia,LOWSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,SVN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",705,Slovenia,PRIMAR,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,SVN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",705,Slovenia,SECOND,G,PERCENT,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,SVN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",705,Slovenia,UPPSEC,G,PERCENT,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,SVN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",722,Small island developing States (SIDS),PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,53.51309,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",90,Solomon Islands,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,13.27434,,10.30534,7.69231,,,SLB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",90,Solomon Islands,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,0,2.46914,,,SLB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",90,Solomon Islands,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,14.0665,,12.04819,9.82368,,,SLB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",90,Solomon Islands,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,15.15152,,15.03268,13.86861,,,SLB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",35,South-Eastern Asia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,61.7538,61.01876,60.12974,59.71171,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",35,South-Eastern Asia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,67.64467,68.65901,68.08321,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",35,South-Eastern Asia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,82.11566,82.32816,81.40625,81.36821,81.8499,81.83696,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",34,Southern Asia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,25.43939,25.75555,28.81558,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",34,Southern Asia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,16.70035,17.20281,18.80495,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",34,Southern Asia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,43.48187,43.29493,47.70326,47.53392,51.8467,56.91801,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",724,Spain,LOWSEC,G,PERCENT,100,100,100,98.5,99.5,99.2,98.3,99.3,99.8,99.7,99.9,99.5,98.6,99.6,99.8,99.9,100,100,100,100,100,,ESP
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",724,Spain,PRIMAR,G,PERCENT,,,,96.7,97.9,98.8,98.7,99.3,99.3,99.6,99.8,99.9,99.9,99.9,100,99.9,100,100,100,100,100,,ESP
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",724,Spain,SECOND,G,PERCENT,,,,,,,,99.3,99.8,99.7,99.9,99.5,98.6,99.6,99.8,99.9,100,100,100,100,100,,ESP
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",724,Spain,UPPSEC,G,PERCENT,,,,,,,,99.3,99.8,99.7,99.9,99.5,98.6,99.6,99.8,99.9,100,100,100,100,100,,ESP
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",144,Sri Lanka,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,38.02485,,,LKA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",144,Sri Lanka,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,15.84534,18.57019,,,LKA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",144,Sri Lanka,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,41.91639,,,LKA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",144,Sri Lanka,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,45.45715,,,LKA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",275,State of Palestine,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,60.09265,69.70297,92.62673,95.80153,74.92447,,PSE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",275,State of Palestine,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,36.56885,56.5762,84.98986,90.78431,,,PSE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",275,State of Palestine,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,64.75111,72.38325,94.57086,96.99248,77.62073,,PSE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",275,State of Palestine,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,72.08333,76.57379,96.67498,98.27445,80.53966,,PSE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",202,Sub-Saharan Africa,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,25.49072,25.73238,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",756,Switzerland,LOWSEC,G,PERCENT,,,,,,,,,,,,100,100,100,100,100,100,,,,,,CHE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",756,Switzerland,PRIMAR,G,PERCENT,,,,,,,,,,,,100,100,100,100,100,100,,,,,,CHE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",756,Switzerland,SECOND,G,PERCENT,,,,,,,,,,,,100,100,100,100,100,100,,,,,,CHE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",756,Switzerland,UPPSEC,G,PERCENT,,,,,,,,,,,,100,100,100,100,100,100,,,,,,CHE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",764,Thailand,LOWSEC,G,PERCENT,,,,,,,,,,,,99.57365,,,,,,,,99.53168,99.5269,,THA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",764,Thailand,PRIMAR,G,PERCENT,,,,,,,,,,,,98.80179,,,,,,,,99.82396,99.84006,,THA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",764,Thailand,SECOND,G,PERCENT,,,,,,,,,,,,96.70261,,,,,,,,99.66586,99.66924,,THA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",764,Thailand,UPPSEC,G,PERCENT,,,,,,,,,,,,89.30253,,,,,,,,100,100,,THA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",768,Togo,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,4.27729,,TGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",768,Togo,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,0.48138,,TGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",768,Togo,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,6.41567,,TGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",768,Togo,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,14.05975,,TGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",772,Tokelau,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,0,0,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",772,Tokelau,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,0,0,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",772,Tokelau,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,0,0,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",772,Tokelau,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,0,0,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",776,Tonga,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,63.63636,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",776,Tonga,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,6.87023,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",776,Tonga,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,71.60494,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",776,Tonga,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,88.46154,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",788,Tunisia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,99.89259,99.47146,,99.38713,,TUN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",788,Tunisia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,57.54236,56.38962,48.65506,,,,TUN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",788,Tunisia,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,97.76833,97.41834,,97.8626,,TUN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",788,Tunisia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,95.68875,95.37815,,96.34888,,TUN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",795,Turkmenistan,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,28.21888,31.10278,,TKM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",795,Turkmenistan,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,28.21888,31.10278,,TKM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",795,Turkmenistan,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,28.21888,31.10278,,TKM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",795,Turkmenistan,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,28.21888,31.10278,,TKM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",796,Turks and Caicos Islands,LOWSEC,G,PERCENT,,,,,,,,,,,100,,,,,,,,84.61538,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",796,Turks and Caicos Islands,PRIMAR,G,PERCENT,,,,,,,,,,,6.25,,,,,,,,93.10345,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",796,Turks and Caicos Islands,SECOND,G,PERCENT,,,,,,,,,,,100,,,,,,,,84.61538,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",796,Turks and Caicos Islands,UPPSEC,G,PERCENT,,,,,,,,,,,100,,,,,,,,84.61538,,83.33333,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",798,Tuvalu,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,0,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",798,Tuvalu,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,0,90,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",798,Tuvalu,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,0,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",798,Tuvalu,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,50,,50,0,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",804,Ukraine,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,79.51834,85.2879,88.96708,100,100,,UKR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",804,Ukraine,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,41.29321,48.15522,57.78748,78.42494,93.2675,,UKR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",804,Ukraine,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,91.3819,94.11725,95.29715,100,100,,UKR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",804,Ukraine,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,96.3633,97.67222,97.72508,100,100,,UKR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",784,United Arab Emirates,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,,100,100,,ARE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",784,United Arab Emirates,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,100,,100,100,,ARE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",784,United Arab Emirates,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,,100,100,,ARE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",784,United Arab Emirates,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,,100,100,,ARE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",858,Uruguay,LOWSEC,G,PERCENT,,,,,,,,,,100,,,,,,100,100,100,100,100,,,URY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",858,Uruguay,PRIMAR,G,PERCENT,,,,,,,,,,94.78599,,,,,,100,100,100,100,100,,,URY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",858,Uruguay,SECOND,G,PERCENT,,,,,,,,,,100,,,,,,100,100,100,100,100,,,URY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",858,Uruguay,UPPSEC,G,PERCENT,,,,,,,,,,100,,,,,,100,100,100,100,100,,,URY
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",860,Uzbekistan,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,89.32741,87.32365,86.5821,83.55498,,UZB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",860,Uzbekistan,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,90.69548,88.66012,86.52408,98.36648,,UZB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",860,Uzbekistan,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,90.40462,88.62164,87.99074,,,UZB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",860,Uzbekistan,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,97.06258,96.72237,96.87703,,,UZB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",704,Viet Nam,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,100,,VNM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",704,Viet Nam,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,100,,VNM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",704,Viet Nam,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,100,,VNM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",704,Viet Nam,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,100,,VNM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",145,Western Asia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,88.01566,88.72935,90.46673,92.38135,93.2449,92.83068,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",145,Western Asia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,77.72451,77.63447,78.43092,79.95686,80.96941,81.33495,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",145,Western Asia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,89.58648,90.42921,91.45227,92.98068,93.28288,92.93878,,
